product_key,product_id,supplier_key,product_name,category,subcategory,unit_of_measure,unit_cost,unit_price,status
2161,PROD-002161,782,Corrugated Shipping Carton Specialty Series 2161,Packaging,Specialty,Meter,296.16,483.76,Active
2162,PROD-002162,566,Pneumatic Control Unit Standard Series 2162,Industrial Equipment,Standard,Each,248.43,413.41,Inactive
2163,PROD-002163,830,Polymer Resin Standard Series 2163,Raw Materials,Standard,Each,468.59,979.99,Active
2164,PROD-002164,140,Drive Shaft Assembly Specialty Series 2164,Components,Specialty,Meter,303.77,480.94,Active
2165,PROD-002165,559,Heavy-Duty Packaging Sleeve Standard Series 2165,Packaging,Standard,Each,372.82,719.49,Active
2166,PROD-002166,280,Engineering Plastic Pellets Premium Series 2166,Raw Materials,Premium,Meter,168.39,238.3,Active
2167,PROD-002167,747,Corrugated Shipping Carton Premium Series 2167,Packaging,Premium,Kg,262.2,610.2,Active
2168,PROD-002168,238,Steel Coupling Specialty Series 2168,Components,Specialty,Liter,436.98,925.56,Active
2169,PROD-002169,173,Industrial Drive System Premium Series 2169,Industrial Equipment,Premium,Each,268.92,413.99,Active
2170,PROD-002170,501,Industrial Copper Wire Premium Series 2170,Raw Materials,Premium,Each,338.86,617.23,Active
2171,PROD-002171,775,Motor Control Panel Standard Series 2171,Electronics,Standard,Kg,444.89,1061.88,Active
2172,PROD-002172,170,Engineering Plastic Pellets Specialty Series 2172,Raw Materials,Specialty,Kg,404.43,882.54,Active
2173,PROD-002173,539,Hydraulic Power Unit Standard Series 2173,Industrial Equipment,Standard,Kg,382.51,838.46,Active
2174,PROD-002174,724,Pneumatic Control Unit Premium Series 2174,Industrial Equipment,Premium,Meter,164.13,306.37,Active
2175,PROD-002175,256,Industrial Drive System Specialty Series 2175,Industrial Equipment,Specialty,Each,372.82,868.44,Active
2176,PROD-002176,19,Industrial Copper Wire Premium Series 2176,Raw Materials,Premium,Liter,178.5,242.55,Active
2177,PROD-002177,336,Heavy-Duty Packaging Sleeve Premium Series 2177,Packaging,Premium,Kg,34.79,50.41,Active
2178,PROD-002178,101,Industrial Signal Converter Standard Series 2178,Electronics,Standard,Each,430.6,675.03,Active
2179,PROD-002179,102,Corrugated Shipping Carton Premium Series 2179,Packaging,Premium,Each,255.96,421.67,Active
2180,PROD-002180,287,Protective Packaging Insert Specialty Series 2180,Packaging,Specialty,Meter,126.2,162.54,Inactive
2181,PROD-002181,715,Industrial Drive System Specialty Series 2181,Industrial Equipment,Specialty,Kg,88.47,171.27,Active
2182,PROD-002182,348,Power Distribution Module Specialty Series 2182,Electronics,Specialty,Liter,330.63,712.81,Active
2183,PROD-002183,805,Motor Control Panel Premium Series 2183,Electronics,Premium,Kg,388.71,858.11,Active
2184,PROD-002184,265,Thermal Processing Unit Standard Series 2184,Industrial Equipment,Standard,Each,343.76,688.41,Inactive
2185,PROD-002185,43,Hydraulic Power Unit Premium Series 2185,Industrial Equipment,Premium,Each,454.88,584.19,Active
2186,PROD-002186,635,Aluminum Sheet Stock Standard Series 2186,Raw Materials,Standard,Kg,237.87,299.07,Active
2187,PROD-002187,541,Aluminum Mounting Bracket Specialty Series 2187,Components,Specialty,Kg,226.22,422.52,Active
2188,PROD-002188,222,Process Pump Assembly Premium Series 2188,Industrial Equipment,Premium,Each,474.92,694.96,Active
2189,PROD-002189,2,Motor Control Panel Premium Series 2189,Electronics,Premium,Kg,245.76,390.59,Active
2190,PROD-002190,74,Thermal Processing Unit Specialty Series 2190,Industrial Equipment,Specialty,Kg,187.11,433.28,Active
2191,PROD-002191,583,Industrial Control Module Standard Series 2191,Electronics,Standard,Kg,485.43,1028.41,Active
2192,PROD-002192,167,Pneumatic Control Unit Standard Series 2192,Industrial Equipment,Standard,Meter,120.6,223.01,Active
2193,PROD-002193,425,Proximity Sensor Standard Series 2193,Electronics,Standard,Meter,379.68,940.1,Active
2194,PROD-002194,358,Pallet Wrap Assembly Premium Series 2194,Packaging,Premium,Kg,144.26,310.33,Active
2195,PROD-002195,337,Material Handling Unit Premium Series 2195,Industrial Equipment,Premium,Kg,307.2,420.41,Active
2196,PROD-002196,309,Conveyor Roller Assembly Standard Series 2196,Components,Standard,Kg,484.7,1139.09,Active
2197,PROD-002197,95,Corrugated Shipping Carton Premium Series 2197,Packaging,Premium,Meter,85.86,154.82,Active
2198,PROD-002198,208,Pneumatic Control Unit Premium Series 2198,Industrial Equipment,Premium,Meter,158.24,253.65,Active
2199,PROD-002199,945,Industrial Drive System Premium Series 2199,Industrial Equipment,Premium,Kg,386.44,740.96,Active
2200,PROD-002200,296,Drive Shaft Assembly Standard Series 2200,Components,Standard,Meter,413.33,563.9,Inactive
2201,PROD-002201,507,Material Handling Unit Premium Series 2201,Industrial Equipment,Premium,Liter,462.06,1145.16,Active
2202,PROD-002202,75,Engineering Plastic Pellets Premium Series 2202,Raw Materials,Premium,Liter,387.41,516.05,Active
2203,PROD-002203,227,Corrugated Shipping Carton Premium Series 2203,Packaging,Premium,Kg,311.1,396.27,Active
2204,PROD-002204,335,Variable Frequency Drive Specialty Series 2204,Electronics,Specialty,Meter,188.67,402.22,Active
2205,PROD-002205,500,Polymer Resin Specialty Series 2205,Raw Materials,Specialty,Each,468.51,597.38,Active
2206,PROD-002206,912,Pallet Wrap Assembly Specialty Series 2206,Packaging,Specialty,Liter,454.53,845.5,Active
2207,PROD-002207,293,Heavy-Duty Packaging Sleeve Standard Series 2207,Packaging,Standard,Kg,41.43,60.2,Active
2208,PROD-002208,683,Industrial Signal Converter Specialty Series 2208,Electronics,Specialty,Kg,387.05,626.12,Active
2209,PROD-002209,575,Industrial Control Module Specialty Series 2209,Electronics,Specialty,Meter,336.57,599.14,Active
2210,PROD-002210,181,Steel Coupling Standard Series 2210,Components,Standard,Meter,17.45,39.8,Active
2211,PROD-002211,635,Polymer Resin Standard Series 2211,Raw Materials,Standard,Meter,435.73,731.68,Inactive
2212,PROD-002212,667,Industrial Copper Wire Standard Series 2212,Raw Materials,Standard,Kg,390.21,627.83,Active
2213,PROD-002213,737,Motor Control Panel Standard Series 2213,Electronics,Standard,Liter,409.99,959.98,Active
2214,PROD-002214,870,Thermal Processing Unit Standard Series 2214,Industrial Equipment,Standard,Kg,229.6,519.56,Active
2215,PROD-002215,164,Industrial Control Module Standard Series 2215,Electronics,Standard,Kg,197.03,452.72,Active
2216,PROD-002216,605,Variable Frequency Drive Premium Series 2216,Electronics,Premium,Liter,474.02,778.5,Active
2217,PROD-002217,452,Proximity Sensor Specialty Series 2217,Electronics,Specialty,Liter,210.44,421.71,Inactive
2218,PROD-002218,402,Industrial Copper Wire Specialty Series 2218,Raw Materials,Specialty,Liter,473.47,998.07,Active
2219,PROD-002219,965,Heavy-Duty Packaging Sleeve Specialty Series 2219,Packaging,Specialty,Meter,423.71,1050.31,Active
2220,PROD-002220,27,Thermal Processing Unit Specialty Series 2220,Industrial Equipment,Specialty,Meter,62.42,135.52,Active
2221,PROD-002221,180,Precision Bearing Assembly Specialty Series 2221,Components,Specialty,Meter,165.95,329.25,Active
2222,PROD-002222,507,Aluminum Sheet Stock Premium Series 2222,Raw Materials,Premium,Liter,421.6,589.27,Active
2223,PROD-002223,625,Proximity Sensor Specialty Series 2223,Electronics,Specialty,Meter,338.13,602.13,Active
2224,PROD-002224,644,Power Distribution Module Specialty Series 2224,Electronics,Specialty,Liter,125.78,241.83,Active
2225,PROD-002225,443,Motor Control Panel Specialty Series 2225,Electronics,Specialty,Kg,33.17,77.42,Active
2226,PROD-002226,718,Reusable Transport Crate Standard Series 2226,Packaging,Standard,Liter,397.15,680.12,Inactive
2227,PROD-002227,206,Industrial Control Module Premium Series 2227,Electronics,Premium,Meter,370.7,534.6,Active
2228,PROD-002228,348,Variable Frequency Drive Premium Series 2228,Electronics,Premium,Meter,314.79,480.94,Active
2229,PROD-002229,837,Industrial Stretch Film Specialty Series 2229,Packaging,Specialty,Liter,446.32,921.41,Inactive
2230,PROD-002230,437,Drive Shaft Assembly Premium Series 2230,Components,Premium,Kg,192.93,277.77,Active
2231,PROD-002231,836,Motor Control Panel Premium Series 2231,Electronics,Premium,Liter,436.68,929.47,Inactive
2232,PROD-002232,76,Thermal Processing Unit Premium Series 2232,Industrial Equipment,Premium,Kg,259.32,330.07,Active
2233,PROD-002233,461,Precision Bearing Assembly Standard Series 2233,Components,Standard,Each,439.06,937.92,Active
2234,PROD-002234,624,Pneumatic Control Unit Standard Series 2234,Industrial Equipment,Standard,Liter,168.34,261.17,Active
2235,PROD-002235,946,Industrial Drive System Specialty Series 2235,Industrial Equipment,Specialty,Kg,50.59,122.19,Active
2236,PROD-002236,819,Industrial Copper Wire Standard Series 2236,Raw Materials,Standard,Meter,418.28,839.55,Active
2237,PROD-002237,596,Material Handling Unit Standard Series 2237,Industrial Equipment,Standard,Kg,346.36,811.45,Active
2238,PROD-002238,98,Reusable Transport Crate Specialty Series 2238,Packaging,Specialty,Meter,395.88,903.13,Active
2239,PROD-002239,422,Corrugated Shipping Carton Standard Series 2239,Packaging,Standard,Kg,19.36,36.46,Active
2240,PROD-002240,890,Steel Coupling Premium Series 2240,Components,Premium,Kg,186.4,376.18,Active
2241,PROD-002241,466,Aluminum Mounting Bracket Premium Series 2241,Components,Premium,Kg,24.8,60.7,Active
2242,PROD-002242,173,Drive Shaft Assembly Specialty Series 2242,Components,Specialty,Meter,384.49,526.1,Active
2243,PROD-002243,418,Motor Control Panel Premium Series 2243,Electronics,Premium,Each,121.69,245.53,Active
2244,PROD-002244,471,Reusable Transport Crate Premium Series 2244,Packaging,Premium,Meter,38.27,69.0,Active
2245,PROD-002245,110,Hydraulic Power Unit Standard Series 2245,Industrial Equipment,Standard,Kg,173.56,372.74,Active
2246,PROD-002246,748,Protective Packaging Insert Standard Series 2246,Packaging,Standard,Liter,83.06,130.8,Active
2247,PROD-002247,721,Aluminum Mounting Bracket Premium Series 2247,Components,Premium,Liter,160.13,265.94,Active
2248,PROD-002248,232,Process Pump Assembly Standard Series 2248,Industrial Equipment,Standard,Each,114.53,285.28,Active
2249,PROD-002249,651,Motor Control Panel Premium Series 2249,Electronics,Premium,Each,157.93,255.76,Active
2250,PROD-002250,985,Engineering Plastic Pellets Premium Series 2250,Raw Materials,Premium,Kg,269.51,425.71,Active
2251,PROD-002251,738,Cold Rolled Steel Coil Standard Series 2251,Raw Materials,Standard,Meter,159.81,388.93,Active
2252,PROD-002252,974,Pneumatic Control Unit Specialty Series 2252,Industrial Equipment,Specialty,Liter,63.12,89.88,Active
2253,PROD-002253,29,Aluminum Mounting Bracket Standard Series 2253,Components,Standard,Meter,19.23,40.27,Active
2254,PROD-002254,797,Process Pump Assembly Premium Series 2254,Industrial Equipment,Premium,Kg,52.47,77.68,Active
2255,PROD-002255,18,Stainless Steel Sheet Specialty Series 2255,Raw Materials,Specialty,Each,37.55,65.12,Active
2256,PROD-002256,853,Reusable Transport Crate Specialty Series 2256,Packaging,Specialty,Liter,44.91,77.05,Active
2257,PROD-002257,891,Precision Bearing Assembly Specialty Series 2257,Components,Specialty,Liter,477.8,988.69,Active
2258,PROD-002258,254,Aluminum Sheet Stock Specialty Series 2258,Raw Materials,Specialty,Liter,11.96,27.84,Active
2259,PROD-002259,777,Industrial Drive System Specialty Series 2259,Industrial Equipment,Specialty,Kg,358.53,538.06,Active
2260,PROD-002260,992,Power Distribution Module Specialty Series 2260,Electronics,Specialty,Meter,242.26,410.97,Active
2261,PROD-002261,259,Industrial Valve Assembly Premium Series 2261,Components,Premium,Liter,37.56,73.69,Active
2262,PROD-002262,222,Industrial Signal Converter Premium Series 2262,Electronics,Premium,Liter,323.21,806.44,Active
2263,PROD-002263,966,Precision Bearing Assembly Standard Series 2263,Components,Standard,Kg,17.69,23.57,Active
2264,PROD-002264,409,Steel Coupling Premium Series 2264,Components,Premium,Kg,177.11,311.57,Active
2265,PROD-002265,516,Aluminum Mounting Bracket Specialty Series 2265,Components,Specialty,Kg,68.66,137.15,Active
2266,PROD-002266,192,Drive Shaft Assembly Premium Series 2266,Components,Premium,Kg,318.7,408.25,Inactive
2267,PROD-002267,478,Motor Control Panel Premium Series 2267,Electronics,Premium,Liter,244.31,549.07,Active
2268,PROD-002268,521,Industrial Signal Converter Specialty Series 2268,Electronics,Specialty,Liter,208.24,267.68,Active
2269,PROD-002269,863,Corrugated Shipping Carton Specialty Series 2269,Packaging,Specialty,Each,37.28,82.6,Inactive
2270,PROD-002270,994,Variable Frequency Drive Premium Series 2270,Electronics,Premium,Liter,298.39,478.16,Active
2271,PROD-002271,77,Proximity Sensor Premium Series 2271,Electronics,Premium,Liter,222.97,402.2,Active
2272,PROD-002272,688,Process Pump Assembly Premium Series 2272,Industrial Equipment,Premium,Each,497.17,761.06,Active
2273,PROD-002273,612,Industrial Valve Assembly Premium Series 2273,Components,Premium,Liter,93.89,192.29,Active
2274,PROD-002274,707,Thermal Processing Unit Standard Series 2274,Industrial Equipment,Standard,Meter,326.2,451.79,Active
2275,PROD-002275,675,Precision Bearing Assembly Standard Series 2275,Components,Standard,Kg,183.19,293.6,Inactive
2276,PROD-002276,549,Variable Frequency Drive Specialty Series 2276,Electronics,Specialty,Liter,50.61,81.27,Active
2277,PROD-002277,949,Proximity Sensor Standard Series 2277,Electronics,Standard,Liter,149.45,207.8,Active
2278,PROD-002278,257,Drive Shaft Assembly Premium Series 2278,Components,Premium,Meter,82.69,160.02,Active
2279,PROD-002279,750,Heavy-Duty Packaging Sleeve Premium Series 2279,Packaging,Premium,Liter,44.68,85.1,Active
2280,PROD-002280,7,Reusable Transport Crate Standard Series 2280,Packaging,Standard,Each,364.95,834.13,Active
2281,PROD-002281,667,Cold Rolled Steel Coil Specialty Series 2281,Raw Materials,Specialty,Meter,177.35,349.79,Active
2282,PROD-002282,621,Steel Coupling Premium Series 2282,Components,Premium,Liter,359.14,813.09,Active
2283,PROD-002283,496,Polymer Resin Premium Series 2283,Raw Materials,Premium,Liter,265.31,487.27,Active
2284,PROD-002284,247, Power Distribution Module Specialty Series 2284 ,Electronics,Specialty,Kg,26.77,37.01,Active
2285,PROD-002285,395,Heavy-Duty Packaging Sleeve Premium Series 2285,Packaging,Premium,Meter,59.24,103.1,Active
2286,PROD-002286,96,Conveyor Roller Assembly Premium Series 2286,Components,Premium,Meter,332.37,524.32,Active
2287,PROD-002287,154,Industrial Control Module Specialty Series 2287,Electronics,Specialty,Meter,137.31,328.08,Active
2288,PROD-002288,797,Pneumatic Control Unit Specialty Series 2288,Industrial Equipment,Specialty,Meter,282.64,454.66,Active
2289,PROD-002289,62,Polymer Resin Premium Series 2289,Raw Materials,Premium,Liter,372.15,848.41,Active
2290,PROD-002290,752,Power Distribution Module Specialty Series 2290,Electronics,Specialty,Kg,193.03,377.01,Active
2291,PROD-002291,624,Heavy-Duty Packaging Sleeve Standard Series 2291,Packaging,Standard,Liter,19.15,45.62,Active
2292,PROD-002292,509,Reusable Transport Crate Standard Series 2292,Packaging,Standard,Each,370.46,584.24,Active
2293,PROD-002293,478,Precision Bearing Assembly Standard Series 2293,Components,Standard,Kg,440.54,758.33,Active
2294,PROD-002294,756,Aluminum Sheet Stock Specialty Series 2294,Raw Materials,Specialty,Liter,200.3,316.32,Active
2295,PROD-002295,826,Aluminum Mounting Bracket Premium Series 2295,Components,Premium,Kg,391.03,752.18,Active
2296,PROD-002296,634,Pallet Wrap Assembly Specialty Series 2296,Packaging,Specialty,Meter,287.42,700.16,Active
2297,PROD-002297,826,Material Handling Unit Standard Series 2297,Industrial Equipment,Standard,Liter,328.97,438.1,Active
2298,PROD-002298,677,Thermal Processing Unit Standard Series 2298,Industrial Equipment,Standard,Kg,396.09,724.1,Active
2299,PROD-002299,787,Precision Bearing Assembly Specialty Series 2299,Components,Specialty,Kg,97.95,217.13,Active
2300,PROD-002300,384,Steel Coupling Premium Series 2300,Components,Premium,Kg,338.78,562.09,Active
2301,PROD-002301,778,Aluminum Mounting Bracket Premium Series 2301,Components,Premium,Kg,30.52,43.07,Active
2302,PROD-002302,629,Drive Shaft Assembly Specialty Series 2302,Components,Specialty,Kg,34.48,69.57,Active
2303,PROD-002303,437,Industrial Valve Assembly Standard Series 2303,Components,Standard,Kg,267.06,446.11,Active
2304,PROD-002304,666,Engineering Plastic Pellets Premium Series 2304,Raw Materials,Premium,Kg,480.38,1189.78,Active
2305,PROD-002305,893,Hydraulic Power Unit Premium Series 2305,Industrial Equipment,Premium,Liter,243.29,415.43,Active
2306,PROD-002306,145,Aluminum Sheet Stock Specialty Series 2306,Raw Materials,Specialty,Each,88.33,156.41,Inactive
2307,PROD-002307,208,Industrial Drive System Standard Series 2307,Industrial Equipment,Standard,Liter,152.52,327.26,Active
2308,PROD-002308,891,Pallet Wrap Assembly Premium Series 2308,Packaging,Premium,Meter,84.48,110.46,Active
2309,PROD-002309,385,Material Handling Unit Specialty Series 2309,Industrial Equipment,Specialty,Kg,486.59,897.38,Active
2310,PROD-002310,640,Thermal Processing Unit Premium Series 2310,Industrial Equipment,Premium,Liter,190.04,320.86,Active
2311,PROD-002311,440,Hydraulic Power Unit Standard Series 2311,Industrial Equipment,Standard,Meter,439.67,734.03,Inactive
2312,PROD-002312,352,Aluminum Sheet Stock Standard Series 2312,Raw Materials,Standard,Meter,350.5,515.21,Active
2313,PROD-002313,498,Industrial Stretch Film Standard Series 2313,Packaging,Standard,Meter,313.05,547.0,Active
2314,PROD-002314,420,Industrial Copper Wire Premium Series 2314,Raw Materials,Premium,Liter,346.46,856.57,Active
2315,PROD-002315,503,Material Handling Unit Premium Series 2315,Industrial Equipment,Premium,Meter,201.51,363.51,Active
2316,PROD-002316,342,Reusable Transport Crate Standard Series 2316,Packaging,Standard,Liter,208.28,307.65,Active
2317,PROD-002317,145,Industrial Control Module Standard Series 2317,Electronics,Standard,Kg,107.1,200.99,Active
2318,PROD-002318,801,Aluminum Sheet Stock Premium Series 2318,Raw Materials,Premium,Each,83.88,113.47,Inactive
2319,PROD-002319,279,Aluminum Mounting Bracket Standard Series 2319,Components,Standard,Kg,106.2,215.09,Active
2320,PROD-002320,333,Drive Shaft Assembly Standard Series 2320,Components,Standard,Liter,220.31,512.13,Active
2321,PROD-002321,32,Motor Control Panel Premium Series 2321,Electronics,Premium,Kg,468.51,655.95,Active
2322,PROD-002322,675,Engineering Plastic Pellets Specialty Series 2322,Raw Materials,Specialty,Liter,415.99,769.91,Active
2323,PROD-002323,969,Industrial Control Module Premium Series 2323,Electronics,Premium,Kg,131.97,291.58,Active
2324,PROD-002324,48,Steel Coupling Specialty Series 2324,Components,Specialty,Kg,174.81,284.94,Active
2325,PROD-002325,454,Aluminum Mounting Bracket Premium Series 2325,Components,Premium,Liter,151.44,260.24,Active
2326,PROD-002326,526,Power Distribution Module Premium Series 2326,Electronics,Premium,Kg,445.03,851.42,Active
2327,PROD-002327,810,Material Handling Unit Standard Series 2327,Industrial Equipment,Standard,Liter,366.57,638.27,Active
2328,PROD-002328,480,Engineering Plastic Pellets Premium Series 2328,Raw Materials,Premium,Each,94.6,223.15,Active
2329,PROD-002329,938,Hydraulic Power Unit Specialty Series 2329,Industrial Equipment,Specialty,Meter,143.64,275.22,Inactive
2330,PROD-002330,164,Steel Coupling Standard Series 2330,Components,Standard,Liter,463.57,1148.87,Active
2331,PROD-002331,176,Aluminum Mounting Bracket Premium Series 2331,Components,Premium,Kg,191.72,349.42,Active
2332,PROD-002332,572,Pallet Wrap Assembly Premium Series 2332,Packaging,Premium,Liter,403.32,719.0,Active
2333,PROD-002333,263,Motor Control Panel Specialty Series 2333,Electronics,Specialty,Kg,435.48,964.8,Inactive
2334,PROD-002334,880,Conveyor Roller Assembly Premium Series 2334,Components,Premium,Each,323.78,674.01,Active
2335,PROD-002335,825,Industrial Control Module Standard Series 2335,Electronics,,Each,487.19,1216.64,Active
2336,PROD-002336,329,Pneumatic Control Unit Specialty Series 2336,Industrial Equipment,Specialty,Kg,34.1,72.28,Active
2337,PROD-002337,734,Industrial Stretch Film Specialty Series 2337,Packaging,Specialty,Meter,248.6,332.83,Active
2338,PROD-002338,207,Process Pump Assembly Premium Series 2338,Industrial Equipment,Premium,Meter,204.91,338.32,Active
2339,PROD-002339,648,Material Handling Unit Premium Series 2339,Industrial Equipment,Premium,Meter,185.4,441.25,Active
2340,PROD-002340,676,Thermal Processing Unit Premium Series 2340,Industrial Equipment,Premium,Liter,143.37,262.5,Active
2341,PROD-002341,805,Cold Rolled Steel Coil Standard Series 2341,Raw Materials,Standard,Meter,185.24,249.79,Active
2342,PROD-002342,968,Protective Packaging Insert Premium Series 2342,Packaging,Premium,Meter,404.78,613.14,Active
2343,PROD-002343,853,Polymer Resin Standard Series 2343,Raw Materials,Standard,Kg,335.94,727.38,Active
2344,PROD-002344,1000,Pallet Wrap Assembly Standard Series 2344,Packaging,Standard,Kg,250.69,375.83,Active
2345,PROD-002345,665,Heavy-Duty Packaging Sleeve Premium Series 2345,Packaging,Premium,Kg,179.27,390.42,Active
2346,PROD-002346,549,Conveyor Roller Assembly Specialty Series 2346,Components,Specialty,Liter,368.12,756.5,Active
2347,PROD-002347,419,Precision Bearing Assembly Premium Series 2347,Components,Premium,Kg,317.5,622.77,Inactive
2348,PROD-002348,116,Variable Frequency Drive Specialty Series 2348,Electronics,Specialty,Kg,407.92,839.41,Active
2349,PROD-002349,69,Proximity Sensor Standard Series 2349,Electronics,Standard,Liter,496.27,1199.94,Active
2350,PROD-002350,583,Industrial Copper Wire Standard Series 2350,Raw Materials,Standard,Kg,295.15,509.65,Active
2351,PROD-002351,442,Motor Control Panel Premium Series 2351,Electronics,Premium,Meter,335.0,702.3,Active
2352,PROD-002352,869,Thermal Processing Unit Premium Series 2352,Industrial Equipment,Premium,Each,119.5,174.28,Active
2353,PROD-002353,529,Precision Bearing Assembly Premium Series 2353,Components,Premium,Liter,497.98,935.45,Active
2354,PROD-002354,487,Steel Coupling Standard Series 2354,Components,Standard,Meter,35.03,54.77,Active
2355,PROD-002355,777,Proximity Sensor Premium Series 2355,Electronics,Premium,Kg,45.02,59.35,Active
2356,PROD-002356,81,Industrial Copper Wire Premium Series 2356,Raw Materials,Premium,Kg,243.69,537.06,Active
2357,PROD-002357,17,Motor Control Panel Premium Series 2357,Electronics,Premium,Meter,105.53,191.4,Active
2358,PROD-002358,833,Reusable Transport Crate Standard Series 2358,Packaging,Standard,Meter,104.12,225.93,Active
2359,PROD-002359,989,Corrugated Shipping Carton Premium Series 2359,Packaging,Premium,Each,419.0,622.72,Active
2360,PROD-002360,887,Variable Frequency Drive Standard Series 2360,Electronics,Standard,Each,80.43,112.78,Active
2361,PROD-002361,865,Industrial Drive System Standard Series 2361,Industrial Equipment,Standard,Meter,332.17,451.62,Active
2362,PROD-002362,926,Pallet Wrap Assembly Premium Series 2362,Packaging,Premium,Liter,324.92,769.35,Active
2363,PROD-002363,619,Industrial Valve Assembly Specialty Series 2363,Components,Specialty,Meter,490.36,672.16,Active
2364,PROD-002364,423,Industrial Signal Converter Specialty Series 2364,Electronics,Specialty,Liter,174.79,261.79,Active
2365,PROD-002365,792,Cold Rolled Steel Coil Specialty Series 2365,Raw Materials,Specialty,Each,32.99,48.49,Active
2366,PROD-002366,88,Pneumatic Control Unit Premium Series 2366,Industrial Equipment,Premium,Meter,401.13,896.68,Active
2367,PROD-002367,593,Aluminum Mounting Bracket Standard Series 2367,Components,Standard,Liter,279.83,642.96,Active
2368,PROD-002368,932,Process Pump Assembly Standard Series 2368,Industrial Equipment,Standard,Kg,335.05,573.79,Active
2369,PROD-002369,561,Industrial Valve Assembly Premium Series 2369,Components,Premium,Meter,37.98,66.02,Active
2370,PROD-002370,850,Conveyor Roller Assembly Standard Series 2370,Components,Standard,Liter,38.16,79.3,Inactive
2371,PROD-002371,33,Corrugated Shipping Carton Specialty Series 2371,Packaging,Specialty,Meter,242.34,601.37,Active
2372,PROD-002372,150,Pneumatic Control Unit Premium Series 2372,Industrial Equipment,Premium,Liter,12.88,18.73,Active
2373,PROD-002373,336,Industrial Stretch Film Premium Series 2373,Packaging,Premium,Meter,480.9,713.35,Active
2374,PROD-002374,837,Drive Shaft Assembly Specialty Series 2374,Components,Specialty,Meter,428.09,825.48,Active
2375,PROD-002375,224,Stainless Steel Sheet Premium Series 2375,Raw Materials,Premium,Kg,73.31,146.33,Active
2376,PROD-002376,139,Engineering Plastic Pellets Premium Series 2376,Raw Materials,Premium,Kg,168.69,247.39,Active
2377,PROD-002377,62,Corrugated Shipping Carton Specialty Series 2377,Packaging,Specialty,Liter,478.08,821.3,Active
2378,PROD-002378,379,Variable Frequency Drive Specialty Series 2378,Electronics,Specialty,Liter,208.43,277.45,Active
2379,PROD-002379,164,Industrial Stretch Film Premium Series 2379,Packaging,Premium,Liter,220.37,472.04,Active
2380,PROD-002380,659,Drive Shaft Assembly Specialty Series 2380,Components,Specialty,Liter,334.39,819.93,Inactive
2381,PROD-002381,425,Material Handling Unit Standard Series 2381,Industrial Equipment,Standard,Liter,29.0,66.7,Active
2382,PROD-002382,775,Conveyor Roller Assembly Specialty Series 2382,Components,Specialty,Meter,496.1,657.11,Active
2383,PROD-002383,984,Corrugated Shipping Carton Specialty Series 2383,Packaging,Specialty,Each,201.87,342.49,Active
2384,PROD-002384,125,Protective Packaging Insert Standard Series 2384,Packaging,Standard,Each,32.16,68.33,Active
2385,PROD-002385,805,Polymer Resin Standard Series 2385,Raw Materials,Standard,Meter,97.21,135.87,Active
2386,PROD-002386,984,Process Pump Assembly Specialty Series 2386,Industrial Equipment,Specialty,Meter,156.85,338.22,Active
2387,PROD-002387,312,Industrial Valve Assembly Premium Series 2387,Components,Premium,Liter,215.37,377.02,Active
2388,PROD-002388,971,Reusable Transport Crate Standard Series 2388,Packaging,Standard,Liter,351.5,793.98,Active
2389,PROD-002389,22,Industrial Control Module Specialty Series 2389,Electronics,Specialty,Kg,212.39,340.76,Active
2390,PROD-002390,107,Pneumatic Control Unit Standard Series 2390,Industrial Equipment,Standard,Liter,120.33,243.31,Active
2391,PROD-002391,741,Aluminum Mounting Bracket Premium Series 2391,Components,Premium,Each,270.26,578.48,Active
2392,PROD-002392,109,Process Pump Assembly Standard Series 2392,Industrial Equipment,Standard,Meter,155.27,341.14,Active
2393,PROD-002393,843,Stainless Steel Sheet Specialty Series 2393,Raw Materials,Specialty,Each,159.84,315.27,Active
2394,PROD-002394,738,Thermal Processing Unit Specialty Series 2394,Industrial Equipment,Specialty,Each,39.86,54.81,Active
2395,PROD-002395,113,Hydraulic Power Unit Premium Series 2395,Industrial Equipment,Premium,Kg,87.02,147.19,Active
2396,PROD-002396,211,Pneumatic Control Unit Premium Series 2396,Industrial Equipment,Premium,Kg,76.59,173.19,Active
2397,PROD-002397,897,Industrial Stretch Film Standard Series 2397,Packaging,Standard,Each,195.1,438.28,Active
2398,PROD-002398,866,Drive Shaft Assembly Specialty Series 2398,Components,Specialty,Meter,325.72,593.24,Active
2399,PROD-002399,704,Motor Control Panel Standard Series 2399,Electronics,Standard,Meter,393.38,950.47,Active
2400,PROD-002400,869,Thermal Processing Unit Premium Series 2400,Industrial Equipment,Premium,Meter,333.66,639.71,Active
2401,PROD-002401,960,Hydraulic Power Unit Specialty Series 2401,Industrial Equipment,Specialty,Liter,217.87,507.45,Active
2402,PROD-002402,700,Variable Frequency Drive Specialty Series 2402,Electronics,Specialty,Meter,179.31,238.06,Active
2403,PROD-002403,745,Industrial Drive System Specialty Series 2403,Industrial Equipment,Specialty,Liter,258.25,328.0,Active
2404,PROD-002404,818,Pallet Wrap Assembly Specialty Series 2404,Packaging,Specialty,Meter,116.52,222.76,Active
2405,PROD-002405,42,Stainless Steel Sheet Premium Series 2405,Raw Materials,Premium,Each,195.7,473.61,Inactive
